0,6.82854604E+16,6.82927822E+15
1.13525404,6.70303473E+16,6.70378062E+15
2.3109455,6.67486536E+16,6.67561440E+15
3.52851474,6.41009168E+16,6.41087165E+15
4.78945345,6.66331218E+16,6.66406252E+15
6.09530642,6.54696851E+16,6.54773218E+15
7.4476735,6.54874393E+16,6.54950739E+15
8.8482115,6.52045740E+16,6.52122417E+15
10.2986363,6.46143212E+16,6.46220590E+15
11.8007247,6.56917289E+16,6.56993398E+15
13.3563171,6.53480834E+16,6.53557343E+15
14.9673193,6.22371580E+16,6.22451913E+15
16.6357049,6.47887704E+16,6.47964873E+15
18.3635179,6.35906665E+16,6.35985288E+15
20.1528751,6.49653373E+16,6.49730333E+15
22.0059687,6.36548138E+16,6.36626682E+15
23.9250689,6.15888151E+16,6.15969329E+15
25.9125269,6.05559185E+16,6.05641748E+15
27.9707776,6.41077784E+16,6.41155773E+15
30.1023426,6.14254683E+16,6.14336077E+15
32.3098334,6.06384198E+16,6.06466648E+15
34.5959543,6.41169012E+16,6.41246990E+15
36.9635061,6.29905141E+16,6.29984513E+15
39.4153895,5.97136806E+16,5.97220533E+15
41.9546082,5.82204060E+16,5.82289934E+15
44.5842732,5.80654279E+16,5.80740382E+15
47.307606,5.83863054E+16,5.83948684E+15
50.1279432,5.88712935E+16,5.88797860E+15
53.04874,5.91535936E+16,5.91620456E+15
56.0735747,5.84975023E+16,5.85060490E+15
59.2061532,6.15635905E+16,6.15717116E+15
62.4503131,5.78041002E+16,5.78127495E+15
65.8100291,5.63138827E+16,5.63227608E+15
69.2894173,5.75305092E+16,5.75391996E+15
72.8927402,5.77524186E+16,5.77610756E+15
76.6244124,5.79613332E+16,5.79699590E+15
80.4890057,5.52454680E+16,5.52545178E+15
84.4912546,5.36366612E+16,5.36459824E+15
88.6360626,5.24278131E+16,5.24373492E+15
92.9285074,5.35723060E+16,5.35816384E+15
97.3738478,5.31000124E+16,5.31094278E+15
101.97753,5.30393134E+16,5.30487395E+15
106.745194,5.01339384E+16,5.01439107E+15
111.682681,4.89956026E+16,4.90058065E+15
116.796039,4.90686786E+16,4.90788673E+15
122.091534,4.97492366E+16,4.97592860E+15
127.575653,4.93113994E+16,4.93215380E+15
133.255115,4.91186751E+16,4.91288535E+15
139.136877,4.79402783E+16,4.79507068E+15
145.228146,4.66062419E+16,4.66169688E+15
151.536385,4.51409820E+16,4.51520571E+15
158.069321,4.79266811E+16,4.79371126E+15
164.834958,4.50802352E+16,4.50913252E+15
171.841585,4.19378010E+16,4.19497217E+15
179.097786,4.40638686E+16,4.40752143E+15
186.612451,4.39531184E+16,4.39644927E+15
194.394786,4.37336485E+16,4.37450799E+15
202.454326,4.08673004E+16,4.08795333E+15
210.800944,4.14164255E+16,4.14284962E+15
219.444867,4.09605754E+16,4.09727804E+15
228.396683,4.12715181E+16,4.12836312E+15
237.66736,3.92129939E+16,3.92257427E+15
247.268257,3.78964553E+16,3.79096469E+15
257.211134,3.76243194E+16,3.76376063E+15
267.508174,3.58757887E+16,3.58897230E+15
278.171991,3.48153281E+16,3.48296866E+15
289.21565,3.47570637E+16,3.47714463E+15
300.652681,3.39901726E+16,3.40048796E+15
312.497096,3.27735859E+16,3.27888385E+15
324.763406,3.35425468E+16,3.35574499E+15
337.466638,2.97140584E+16,2.97308807E+15
350.622355,2.90675415E+16,2.90847377E+15
364.246676,2.87056464E+16,2.87230593E+15
378.35629,2.79055401E+16,2.79234519E+15
392.968485,2.89119275E+16,2.89292162E+15
408.101162,2.64517741E+16,2.64706697E+15
423.772861,2.47388751E+16,2.47590780E+15
440.002781,2.74310435E+16,2.74492650E+15
456.810806,2.23344282E+16,2.23568040E+15
474.217528,2.25875360E+16,2.26096613E+15
492.244272,2.12640605E+16,2.12875614E+15
510.913124,2.24157887E+16,2.24380833E+15
530.246954,1.87126847E+16,1.87393855E+15
550.269451,1.89241124E+16,1.89505153E+15
571.005142,1.83694186E+16,1.83966176E+15
592.479433,1.79489435E+16,1.79767787E+15
614.718632,1.64068810E+16,1.64373278E+15
637.749985,1.58553901E+16,1.58868938E+15
661.601707,1.60110953E+16,1.60422932E+15
686.303022,1.40089169E+16,1.40445631E+15
711.884189,1.25678605E+16,1.26075817E+15
738.376551,1.26460034E+16,1.26854800E+15
765.812563,1.24516576E+16,1.24917484E+15
794.225837,1.17343534E+16,1.17768862E+15
823.651184,1.07522057E+16,1.07986077E+15
854.124654,9.49595447E+15,9.54846330E+14
885.683579,9.70871982E+15,9.76008404E+14
918.366625,9.11457228E+15,9.16926539E+14
952.21383,7.27369317E+15,7.34211225E+14
987.266664,6.91234701E+15,6.98430678E+14
1023.56807,6.73235685E+15,6.80621986E+14
1061.16252,7.31572698E+15,7.38375658E+14
1100.09607,6.43817653E+15,6.51537543E+14
1140.41643,4.94897342E+15,5.04899375E+14
1182.17298,5.60599322E+15,5.69448505E+14
1225.4169,5.06029606E+15,5.15815822E+14
1270.20114,3.80933410E+15,3.93840403E+14
1316.58059,3.24600175E+15,3.39654639E+14
1364.61206,3.81167983E+15,3.94067293E+14
1414.3544,3.23199722E+15,3.38316509E+14
1465.86855,2.48853359E+15,2.68193949E+14
1519.21761,3.41654282E+15,3.55988270E+14
1574.46696,3.51935227E+15,3.65866648E+14
1631.68426,2.24003203E+15,2.45310894E+14
1690.93964,2.14010806E+15,2.36221559E+14
1752.30567,1.73551899E+15,2.00300428E+14
1815.85754,2.58626385E+15,2.77286146E+14
1881.67311,1.51454826E+15,1.81489846E+14
1949.83301,7.94424823E+14,1.27714948E+14
2020.42075,3.21136651E+15,3.36346174E+14
2093.5228,1.78677861E+15,2.04757852E+14
2169.22873,-1.85761902E+14,1.01710741E+14
2247.63128,1.34107063E+15,1.67286295E+14
2328.82651,-9.64593392E+13,1.00464143E+14
