-2,-3.973024136
-1.975,-0.973024136
-1.95,-2.973024136
-1.925,24.02697586
-1.9,-8.973024136
-1.875,-17.97302414
-1.85,-9.973024136
-1.825,-17.97302414
-1.8,-23.97302414
-1.775,-6.973024136
-1.75,5.026975864
-1.725,9.026975864
-1.7,24.02697586
-1.675,29.02697586
-1.65,31.02697586
-1.625,83.02697586
-1.6,154.0269759
-1.575,260.0269759
-1.55,432.0269759
-1.525,744.0269759
-1.5,1176.026976
-1.475,1892.026976
-1.45,2868.026976
-1.425,3976.026976
-1.4,5025.026976
-1.375,5842.026976
-1.35,5753.026976
-1.325,5196.026976
-1.3,4442.026976
-1.275,3487.026976
-1.25,2849.026976
-1.225,2155.026976
-1.2,1780.026976
-1.175,1346.026976
-1.15,1032.026976
-1.125,855.0269759
-1.1,803.0269759
-1.075,596.0269759
-1.05,557.0269759
-1.025,545.0269759
-1,469.0269759
-0.975,537.0269759
-0.95,690.0269759
-0.925,786.0269759
-0.9,1166.026976
-0.875,1608.026976
-0.85,2213.026976
-0.825,2728.026976
-0.8,3043.026976
-0.775,3083.026976
-0.75,2913.026976
-0.725,2398.026976
-0.7,1892.026976
-0.675,1581.026976
-0.65,1281.026976
-0.625,1069.026976
-0.6,860.0269759
-0.575,703.0269759
-0.55,642.0269759
-0.525,594.0269759
-0.5,556.0269759
-0.475,568.0269759
-0.45,722.0269759
-0.425,785.0269759
-0.4,1236.026976
-0.375,1999.026976
-0.35,3421.026976
-0.325,5870.026976
-0.3,10214.02698
-0.275,18766.02698
-0.25,34365.02698
-0.225,63559.02698
-0.2,118505.027
-0.175,216217.027
-0.15,383671.027
-0.125,653329.027
-0.1,1047165.027
-0.075,1557169.027
-0.05,2135770.027
-0.025,2633982.027
0,2869903.027
0.025,2732441.027
0.05,2320795.027
0.075,1800609.027
0.1,1339933.027
0.125,983251.027
0.15,731839.027
0.175,556623.027
0.2,435024.027
0.225,351085.027
0.25,288016.027
0.275,240823.027
0.3,205101.027
0.325,177227.027
0.35,153354.027
0.375,135267.027
0.4,120442.027
0.425,108135.027
0.45,97662.02698
0.475,88944.02698
0.5,81279.02698
0.525,75355.02698
0.55,70161.02698
0.575,65096.02698
0.6,61654.02698
0.625,58131.02698
0.65,54764.02698
0.675,51703.02698
0.7,48823.02698
0.725,46321.02698
0.75,44456.02698
0.775,43050.02698
0.8,42374.02698
0.825,41364.02698
0.85,40837.02698
0.875,40046.02698
0.9,38919.02698
0.925,38752.02698
0.95,38128.02698
0.975,37833.02698
1,38366.02698
1.025,39766.02698
1.05,41444.02698
1.075,44103.02698
1.1,47653.02698
1.125,50655.02698
1.15,53495.02698
1.175,55092.02698
1.2,55198.02698
1.225,53391.02698
1.25,50362.02698
1.275,46642.02698
1.3,42525.02698
1.325,37128.02698
1.35,32525.02698
1.375,28079.02698
1.4,24490.02698
1.425,21888.02698
1.45,19876.02698
1.475,18430.02698
1.5,16922.02698
1.525,15870.02698
1.55,15160.02698
1.575,14320.02698
1.6,13998.02698
1.625,13417.02698
1.65,13586.02698
1.675,13489.02698
1.7,13775.02698
1.725,14142.02698
1.75,15003.02698
1.775,15339.02698
1.8,15645.02698
1.825,16078.02698
1.85,16403.02698
1.875,16823.02698
1.9,16747.02698
1.925,16410.02698
1.95,15936.02698
1.975,15313.02698
2,14517.02698
2.025,13730.02698
2.05,13015.02698
2.075,12314.02698
2.1,11848.02698
2.125,11259.02698
2.15,10760.02698
2.175,10486.02698
2.2,10287.02698
2.225,9765.026976
2.25,9603.026976
2.275,9175.026976
2.3,9055.026976
2.325,8758.026976
2.35,8496.026976
2.375,8560.026976
2.4,8745.026976
2.425,9515.026976
2.45,11516.02698
2.475,15098.02698
2.5,22134.02698
2.525,34336.02698
2.55,55697.02698
2.575,89659.02698
2.6,137775.027
2.625,196673.027
2.65,254838.027
2.675,288302.027
2.7,283712.027
2.725,247088.027
2.75,199782.027
2.775,153657.027
2.8,117784.027
2.825,89670.02698
2.85,69633.02698
2.875,55547.02698
2.9,45757.02698
2.925,37828.02698
2.95,32097.02698
2.975,27231.02698
3,23942.02698
3.025,20759.02698
3.05,18560.02698
3.075,16772.02698
3.1,15368.02698
3.125,14282.02698
3.15,13117.02698
3.175,12122.02698
3.2,11361.02698
3.225,10953.02698
3.25,9840.026976
3.275,9630.026976
3.3,9337.026976
3.325,8817.026976
3.35,8290.026976
3.375,8096.026976
3.4,7781.026976
3.425,7520.026976
3.45,7422.026976
3.475,7179.026976
3.5,7022.026976
3.525,6993.026976
3.55,7146.026976
3.575,7430.026976
3.6,7556.026976
3.625,8071.026976
3.65,8445.026976
3.675,9037.026976
3.7,9423.026976
3.725,9588.026976
3.75,9913.026976
3.775,10380.02698
3.8,10593.02698
3.825,10569.02698
3.85,10401.02698
3.875,10274.02698
3.9,9550.026976
3.925,9148.026976
3.95,8628.026976
3.975,7971.026976
4,7166.026976
4.025,6442.026976
4.05,5911.026976
4.075,5346.026976
4.1,4946.026976
4.125,4715.026976
4.15,4395.026976
4.175,4015.026976
4.2,3949.026976
4.225,3712.026976
4.25,3620.026976
4.275,3463.026976
4.3,3446.026976
